question_text,question_type,answer_type,starter,created_at,updated_at,question_id,is_deleted,question_text_ja,question_text_ko,question_text_zh_hans,question_text_zh_hant,question_text_es,question_text_fr,question_text_pt,question_text_ar,question_text_hi,question_text_de,question_text_it,question_text_id
I rarely share personal details with others,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,1172,0,私は個人的な詳細を他人と共有することはほとんどありません,나는 개인적인 내용을 다른 사람들과 거의 공유하지 않습니다,我很少与他人分享个人信息,我很少與他人分享個人信息,Rara vez comparto detalles personales con los demás,Je partage rarement des détails personnels avec les autres,Raramente compartilho detalhes pessoais com os outros,نادراً ما أشارك التفاصيل الشخصية مع الآخرين,मैं शायद ही कभी दूसरों के साथ व्यक्तिगत जानकारी साझा करता हूँ,Ich teile selten persönliche Details mit anderen,Condivido raramente dettagli personali con gli altri,Saya jarang berbagi detail pribadi dengan orang lain
I often feel drained after social events,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,1173,0,私は社交イベントの後によく疲れを感じます,나는 사교 행사 후에 자주 지칩니다,我在社交活动后常常感到精疲力尽,我在社交活動後常常感到精疲力盡,A menudo me siento agotado después de eventos sociales,Je me sens souvent épuisé après des événements sociaux,Frequentemente me sinto exausto após eventos sociais,غالبًا ما أشعر بالإرهاق بعد المناسبات الاجتماعية,मैं सामाजिक आयोजनों के बाद अक्सर थका हुआ महसूस करता हूँ,Nach sozialen Ereignissen fühle ich mich oft erschöpft,Spesso mi sento svuotato dopo eventi sociali,Saya sering merasa lelah setelah acara sosial
I appreciate having clear rules to follow,,scale,false,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,1174,0,私は明確なルールがあることに感謝します,나는 따를 수 있는 명확한 규칙이 있다는 것에 감사함을 느낍니다,我很感激有明确的规则可遵循,我很感激有明確的規則可遵循,Agradezco tener reglas claras que seguir,J’apprécie d’avoir des règles claires à suivre,Aprecio ter regras claras para seguir,أقدر وجود قواعد واضحة للاتباع,मैं स्पष्ट नियमों के पालन की सराहना करता हूँ,Ich schätze klare Regeln zur Orientierung,Apprezzo avere regole chiare da seguire,Saya menghargai adanya aturan yang jelas untuk diikuti
I often worry about others’ opinions of me,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,1175,0,私は他人の自分に対する評価を気にしがちです,나는 다른 사람들이 나를 어떻게 생각할지 자주 걱정합니다,我常常担心别人对我的看法,我常常擔心別人對我的看法,A menudo me preocupa lo que otros piensen de mí,Je m’inquiète souvent de ce que les autres pensent de moi,Frequentemente me preocupo com a opinião dos outros sobre mim,غالبًا ما أقلق بشأن آراء الآخرين عني,मैं अक्सर दूसरों की राय को लेकर चिंतित रहता हूँ,"Ich mache mir oft Sorgen, was andere von mir denken",Mi preoccupo spesso dell'opinione degli altri su di me,Saya sering khawatir tentang pendapat orang lain terhadap saya
I rarely let emotions dictate my actions,,scale,false,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,1176,0,私は感情で行動を左右されることはあまりありません,나는 감정에 휘둘려 행동하는 일이 거의 없습니다,我很少让情绪左右我的行为,我很少讓情緒左右我的行為,Rara vez dejo que las emociones dicten mis acciones,Je laisse rarement mes émotions dicter mes actions,Raramente deixo as emoções ditarem minhas ações,نادراً ما أسمح للمشاعر بأن تتحكم في أفعالي,मैं शायद ही कभी भावनाओं को अपने कार्यों पर हावी होने देता हूँ,Gefühle bestimmen selten mein Handeln,Raramente lascio che le emozioni guidino le mie azioni,Saya jarang membiarkan emosi mengatur tindakan saya
I am often more interested in possibilities than facts,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,1177,0,私は事実よりも可能性に関心を持つことが多いです,나는 사실보다 가능성에 더 관심이 많습니다,我通常对可能性比事实更感兴趣,我通常對可能性比事實更感興趣,A menudo me interesan más las posibilidades que los hechos,Je suis souvent plus intéressé par les possibilités que par les faits,Frequentemente me interesso mais por possibilidades do que por fatos,غالبًا ما أهتم بالإمكانيات أكثر من الحقائق,मैं अक्सर तथ्यों की बजाय संभावनाओं में अधिक रुचि रखता हूँ,Ich interessiere mich oft mehr für Möglichkeiten als für Fakten,Mi interessano spesso più le possibilità che i fatti,Saya sering lebih tertarik pada kemungkinan daripada fakta
I am more interested in deep one-on-one conversations,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,1178,0,私は深い一対一の会話に興味があります,나는 깊이 있는 일대일 대화에 더 관심이 있습니다,我对深入的一对一谈话更感兴趣,我對深入的一對一談話更感興趣,Me interesan más las conversaciones profundas uno a uno,Je suis plus intéressé par des conversations profondes en tête-à-tête,Me interesso mais por conversas profundas individuais,أهتم أكثر بالمحادثات الفردية العميقة,मुझे गहरी एक-से-एक बातचीत में अधिक रुचि है,Tiefgehende Gespräche zu zweit interessieren mich mehr,Mi interessano di più le conversazioni profonde individuali,Saya lebih tertarik pada percakapan mendalam satu lawan satu
I value strength and resilience in myself and others,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,1179,0,私は自分と他人の強さと回復力を大切にしています,나는 나와 다른 사람의 강인함과 회복력을 중요하게 생각합니다,我重视自己和他人的坚强与韧性,我重視自己和他人的堅強與韌性,Valoro la fuerza y la resiliencia en mí y en los demás,Je valorise la force et la résilience en moi et chez les autres,Valorizo a força e a resiliência em mim e nos outros,أقدّر القوة والمرونة في نفسي وفي الآخرين,मैं अपने और दूसरों में ताकत और लचीलापन को महत्व देता हूँ,Ich schätze Stärke und Resilienz bei mir und anderen,Valorizzo la forza e la resilienza in me e negli altri,Saya menghargai kekuatan dan ketahanan dalam diri saya dan orang lain
I find it hard to empathize with others' emotions,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,1180,0,私は他人の感情に共感するのが難しいと感じます,나는 다른 사람의 감정에 공감하는 것이 어렵다고 느낍니다,我觉得难以共情他人的情绪,我覺得難以共情他人的情緒,Me cuesta empatizar con las emociones de los demás,J’ai du mal à ressentir de l’empathie pour les émotions des autres,Tenho dificuldade em sentir empatia pelas emoções dos outros,أجد صعوبة في التعاطف مع مشاعر الآخرين,मुझे दूसरों की भावनाओं के प्रति सहानुभूति महसूस करना कठिन लगता है,"Es fällt mir schwer, mich in Gefühle anderer hineinzuversetzen",Trovo difficile entrare in empatia con le emozioni degli altri,Saya merasa sulit berempati dengan emosi orang lain
I seek to express my individuality in all areas of life,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,1181,0,私は人生のあらゆる場面で個性を表現しようとします,나는 삶의 모든 영역에서 나만의 개성을 표현하려고 합니다,我在生活的各个方面都努力表达自己的个性,我在生活的各個方面都努力表達自己的個性,Busco expresar mi individualidad en todas las áreas de la vida,Je cherche à exprimer mon individualité dans tous les domaines de la vie,Procuro expressar minha individualidade em todas as áreas da vida,أسعى للتعبير عن فرديتي في جميع مجالات الحياة,मैं जीवन के सभी क्षेत्रों में अपनी विशिष्टता व्यक्त करने की कोशिश करता हूँ,Ich möchte meine Individualität in allen Lebensbereichen ausdrücken,Cerco di esprimere la mia individualità in ogni ambito della vita,Saya berusaha mengekspresikan individualitas saya di semua bidang kehidupan
I am often the one to initiate social gatherings,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,1182,0,私はよく社交の場を主催します,나는 종종 사교 모임을 주최하는 사람입니다,我经常发起社交活动,我經常發起社交活動,A menudo soy quien inicia las reuniones sociales,Je suis souvent celui qui initie les rencontres sociales,Frequentemente sou quem inicia encontros sociais,غالبًا ما أكون من يبدأ التجمعات الاجتماعية,मैं अक्सर सामाजिक आयोजनों की पहल करता हूँ,"Ich bin oft derjenige, der soziale Treffen initiiert",Sono spesso io a iniziare gli incontri sociali,Saya sering menjadi orang yang memulai pertemuan sosial
I rarely let minor issues disrupt my emotional balance,,scale,false,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,1183,0,私は些細なことで感情のバランスを崩すことはほとんどありません,나는 사소한 문제로 감정이 흔들리는 일이 거의 없습니다,我很少因小事影响情绪平衡,我很少因小事影響情緒平衡,Rara vez dejo que problemas menores afecten mi equilibrio emocional,Je laisse rarement de petits problèmes perturber mon équilibre émotionnel,Raramente deixo que pequenos problemas perturbem meu equilíbrio emocional,نادراً ما أسمح للمشاكل الصغيرة بإفساد توازني العاطفي,मैं शायद ही कभी छोटी समस्याओं को अपने भावनात्मक संतुलन को बिगाड़ने देता हूँ,Kleinigkeiten bringen mein inneres Gleichgewicht selten aus der Bahn,Raramente lascio che piccoli problemi turbino il mio equilibrio emotivo,Saya jarang membiarkan masalah kecil mengganggu keseimbangan emosi saya
